Merek,Model,Varian,Tahun,harga,Jarak tempuh,Tipe bahan bakar,Transmisi,Kapasitas mesin
Honda,CR-V,2.4 Bensin-AT,2012,135000000.0,202500.0,Bensin,Automatic,2.4
Toyota,Raize,1.0 Turbo GR Sport Bensin-AT,2022,229900000.0,17500.0,Bensin,Automatic,1.0
Honda,Brio,1.2 E Bensin-AT,2022,175000000.0,12500.0,Bensin,Automatic,1.2
Mitsubishi,Pajero Sport,2.4 Dakar Solar-AT,2016,376000000.0,77500.0,Diesel,Automatic,2.4
Toyota,Fortuner,2.7 G Bensin-AT,2007,140000000.0,127500.0,Bensin,Automatic,2.7
BMW,320i,2.0 E90 LCI Bensin-AT,2012,200000000.0,107500.0,Bensin,Automatic,2.0
Mercedes-Benz,200,2.0 Bensin-MT,1992,49500000.0,212500.0,Bensin,Manual,2.0
Honda,Jazz,1.5 RS Bensin-AT,2011,138000000.0,122500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Luxury Bensin-MT,2017,225500000.0,52500.0,Bensin,Manual,2.0
Toyota,Kijang,2.0 LGX Bensin-AT,2003,89000000.0,42500.0,Bensin,Automatic,2.0
Mitsubishi,Xpander,1.5 New Cross Bensin-AT,2023,289000000.0,12500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.4 VRZ TRD Solar-AT,2021,499000000.0,12500.0,Diesel,Automatic,2.4
Honda,Brio,1.2 RS Bensin-AT,2023,205000000.0,22500.0,Bensin,Automatic,1.2
Honda,Brio Satya,1.2 E Bensin-MT,2016,124000000.0,62500.0,Bensin,Manual,1.2
Toyota,Avanza,1.3 G Bensin-MT,2010,110000000.0,102500.0,Bensin,Manual,1.3
Honda,Brio,1.2 RS Bensin-AT,2020,189000000.0,42500.0,Bensin,Automatic,1.2
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2022,530000000.0,42500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-MT,2015,155000000.0,300000.0,Bensin,Manual,1.5
Honda,CR-V,2.4 Bensin-AT,2016,285000000.0,37500.0,Bensin,Automatic,2.4
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2019,218000000.0,82500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2017,219000000.0,57500.0,Bensin,Automatic,1.5
Nissan,Juke,1.5 RX Bensin-AT,2012,119000000.0,97500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 G Bensin-MT,2014,160000000.0,172500.0,Bensin,Manual,2.0
Toyota,Avanza,1.3 E Bensin-MT,2012,117000000.0,152500.0,Bensin,Manual,1.3
Toyota,Avanza,1.5 New Veloz Bensin-AT,2018,186000000.0,52500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Special Edition Bensin-AT,2019,269000000.0,87500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 Turbo RS Bensin-AT,2022,435000000.0,27500.0,Bensin,Automatic,1.5
Toyota,Vios,1.5 G Bensin-AT,2004,50000000.0,297500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 A Bensin-AT,2009,115000000.0,2500.0,Bensin,Automatic,1.5
Daihatsu,Gran Max MB,1.3 D Face To Face Bensin-MT,2009,70000000.0,47500.0,Bensin,Manual,1.3
Isuzu,Panther,2.5 LS Hi Grade Solar-MT,2012,155000000.0,122500.0,Diesel,Manual,2.5
Honda,CR-V,2.0 RM1 Bensin-AT,2012,185000000.0,112500.0,Bensin,Automatic,2.0
Toyota,Calya,1.2 G Bensin-MT,2021,130000000.0,52500.0,Bensin,Manual,1.2
Suzuki,Ertiga,1.4 Bensin-MT,2015,115000000.0,32500.0,Bensin,Manual,1.4
Toyota,HILUX,2.4 DSL Singgle Cab 4x2 Solar-MT,2018,192000000.0,127500.0,Diesel,Manual,2.4
Honda,Brio Satya,1.2 E Bensin-MT,2017,106000000.0,82500.0,Bensin,Manual,1.2
Chevrolet,Spark,1.2 LT Bensin-MT,2004,35000000.0,117500.0,Bensin,Manual,1.2
Toyota,Avanza,1.3 Veloz Bensin-AT,2015,152000000.0,97500.0,Bensin,Automatic,1.3
Toyota,Fortuner,2.5 G TRD Solar-MT,2017,318000000.0,72500.0,Diesel,Manual,2.5
Honda,HR-V,1.5 New E Bensin-AT,2019,262000000.0,67500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 Prestige Bensin-AT,2013,183000000.0,72500.0,Bensin,Automatic,2.4
Daihatsu,Taruna,1.5 FL Bensin-MT,2001,47000000.0,300000.0,Bensin,Manual,1.5
Honda,Freed,1.5 E Bensin-AT,2014,190000000.0,97500.0,Bensin,Automatic,1.5
Daihatsu,Rocky,1.0 R Bensin-AT,2021,200000000.0,37500.0,Bensin,Automatic,1.0
Mitsubishi,Lancer Sportback,1.8 Bensin-MT,1995,90000000.0,27500.0,Bensin,Manual,1.8
Kia,Sportage,2.0 SE Bensin-AT,2012,145000000.0,77500.0,Bensin,Automatic,2.0
Peugeot,206,1.4 Bensin-AT,2005,55000000.0,62500.0,Bensin,Automatic,1.4
Honda,Freed,1.5 E Bensin-AT,2010,135000000.0,112500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 Satya E Bensin-MT,2021,160000000.0,32500.0,Bensin,Manual,1.2
Toyota,Nav1,2.0 V Bensin-AT,2013,170000000.0,7500.0,Bensin,Automatic,2.0
Suzuki,Escudo,1.6 Bensin-MT,1997,55000000.0,22500.0,Bensin,Manual,1.6
Toyota,Kijang,1.8 LGX Bensin-MT,2003,68000000.0,47500.0,Bensin,Manual,1.8
Daihatsu,Ayla,1.0 X Bensin-MT,2016,74000000.0,107500.0,Bensin,Manual,1.0
Mitsubishi,Mirage,1.2 Exceed Bensin-AT,2014,86000000.0,97500.0,Bensin,Automatic,1.2
Honda,Mobilio,1.5 S Bensin-MT,2020,156000000.0,42500.0,Bensin,Manual,1.5
Wuling,Confero S,1.5 L Lux Bensin-MT,2019,102000000.0,67500.0,Bensin,Manual,1.5
Mercedes-Benz,GLS450,3.0 4MATIC AMG Line Bensin-AT,2020,1520000000.0,12500.0,Bensin,Automatic,3.0
Toyota,Corolla,1.8 Hybrid-AT,2021,335000000.0,72500.0,Hybrid,Automatic,1.8
Honda,BR-V,1.5 Prestige Bensin-AT,2019,179000000.0,52500.0,Bensin,Automatic,1.5
Mercedes-Benz,C250,1.8 CGI Avantgarde Bensin-AT,2012,238000000.0,77500.0,Bensin,Automatic,1.8
BMW,318i,1.8 Bensin-AT,1991,39000000.0,197500.0,Bensin,Automatic,1.8
Toyota,Kijang Innova,2.0 G Bensin-AT,2021,274500000.0,62500.0,Bensin,Automatic,2.0
Daihatsu,Luxio,1.5 D Bensin-MT,2024,195000000.0,7500.0,Bensin,Manual,1.5
Jeep,Compass,1.4 Longitude Bensin-AT,2019,275000000.0,42500.0,Bensin,Automatic,1.4
Peugeot,3008,1.6 Allure Plus Bensin-AT,2022,425000000.0,12500.0,Bensin,Automatic,1.6
Daihatsu,Xenia,1.3 R Family Bensin-AT,2010,85000000.0,107500.0,Bensin,Automatic,1.3
Daihatsu,Sigra,1.0 D Bensin-MT,2024,110000000.0,7500.0,Bensin,Manual,1.0
Toyota,Vellfire,2.4 ZG Bensin-AT,2012,265000000.0,122500.0,Bensin,Automatic,2.4
Toyota,Limo,1.5 Bensin-MT,2007,65000000.0,202500.0,Bensin,Manual,1.5
Honda,HR-V,1.5 E Bensin-AT,2017,194000000.0,102500.0,Bensin,Automatic,1.5
Toyota,Agya,1.2 G Bensin-MT,2018,103000000.0,7500.0,Bensin,Manual,1.2
Toyota,Sienta,1.5 V Bensin-MT,2016,144000000.0,97500.0,Bensin,Manual,1.5
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2021,218000000.0,42500.0,Bensin,Automatic,1.5
BMW,X3,2.0 xDrive20d xLine Solar-AT,2011,232500000.0,117500.0,Diesel,Automatic,2.0
Honda,HR-V,1.5 New E Bensin-AT,2019,216000000.0,57500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2021,220000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Nav1,2.0 V Bensin-AT,2013,125000000.0,237500.0,Bensin,Automatic,2.0
Nissan,Livina,1.5 VE Bensin-AT,2019,155000000.0,62500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 New R Bensin-MT,2024,140000000.0,7500.0,Bensin,Manual,1.2
Lexus,RX 270,2.7 Bensin-AT,2013,269000000.0,87500.0,Bensin,Automatic,2.7
Honda,Jazz,1.5 RS Limited Edition Bensin-AT,2014,177777000.0,77500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 Bensin-MT,2024,195000000.0,7500.0,Bensin,Manual,1.5
Audi,A4,1.8 A VT ST Bensin-AT,2008,320000000.0,117500.0,Bensin,Automatic,1.8
Honda,Freed,1.5 E Bensin-AT,2013,150000000.0,152500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.0 D Bensin-MT,2024,110000000.0,7500.0,Bensin,Manual,1.0
Suzuki,Celerio,1.0 Bensin-AT,2016,92000000.0,117500.0,Bensin,Automatic,1.0
DFSK,Glory i-Auto,1.5 Bensin-AT,2020,181000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.5 Veloz Bensin-AT,2018,153000000.0,107500.0,Bensin,Automatic,1.5
Toyota,Yaris,1.5 TRD Sportivo Bensin-MT,2018,180000000.0,77500.0,Bensin,Manual,1.5
Toyota,Yaris,1.5 G Bensin-MT,2017,144000000.0,82500.0,Bensin,Manual,1.5
Nissan,Serena,2.0 Highway Star Bensin-AT,2017,171000000.0,82500.0,Bensin,Automatic,2.0
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2021,500000000.0,17500.0,Diesel,Automatic,2.4
Honda,HR-V,1.5 Turbo RS Bensin-AT,2022,405000000.0,22500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 Satya E Bensin-AT,2019,143000000.0,72500.0,Bensin,Automatic,1.2
Honda,HR-V,1.5 E Special Edition Bensin-AT,2019,232000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Voxy,2.0 Bensin-AT,2019,320000000.0,87500.0,Bensin,Automatic,2.0
Mercedes-Benz,GLC250,2.0 Bensin-AT,2016,430000000.0,62500.0,Bensin,Automatic,2.0
Lexus,LM350,3.5 4-Seater Bensin-AT,2020,1350000000.0,37500.0,Bensin,Automatic,3.5
Honda,Brio,1.2 E Bensin-AT,2018,119500000.0,62500.0,Bensin,Automatic,1.2
Toyota,Kijang Innova,2.0 Zenix Q HV CVT TSS Modellista Hybrid-AT,2023,570000000.0,2500.0,Hybrid,Automatic,2.0
Wuling,Confero,1.5 Double Blower Bensin-MT,2019,81000000.0,137500.0,Bensin,Manual,1.5
Toyota,Fortuner,2.4 G Solar-AT,2019,350000000.0,87500.0,Diesel,Automatic,2.4
Toyota,Kijang Innova,2.5 V Solar-AT,2010,175000000.0,267500.0,Diesel,Automatic,2.5
Honda,HR-V,1.5 SE Bensin-AT,2022,324000000.0,22500.0,Bensin,Automatic,1.5
Hyundai,Santa Fe,2.5 6AT Signature Bensin-AT,2022,450000000.0,32500.0,Bensin,Automatic,2.5
Toyota,Yaris,1.5 S Bensin-MT,2016,152000000.0,42500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.3 R Deluxe Bensin-MT,2014,109000000.0,112500.0,Bensin,Manual,1.3
Toyota,Calya,1.2 G Bensin-AT,2016,96000000.0,82500.0,Bensin,Automatic,1.2
Toyota,Calya,1.2 E Bensin-MT,2019,103000000.0,42500.0,Bensin,Manual,1.2
Mercedes-Benz,SLK250,1.8 AMG Bensin-AT,2011,580000000.0,42500.0,Bensin,Automatic,1.8
Toyota,Land Cruiser,4.5 VX Grade Solar-AT,2016,1282000000.0,72500.0,Diesel,Automatic,4.5
Toyota,Fortuner,2.4 VRZ TRD Solar-AT,2020,430000000.0,52500.0,Diesel,Automatic,2.4
Toyota,Raize,1.0 Turbo GR Sport One Tone-AT,2021,195000000.0,37500.0,Bensin,Automatic,1.0
Daihatsu,Gran Max MB,1.5 D Face To Face Bensin-MT,2016,105000000.0,87500.0,Bensin,Manual,1.5
Honda,City,1.5 VTi Bensin-MT,2006,73000000.0,157500.0,Bensin,Manual,1.5
Toyota,Calya,1.2 G Bensin-AT,2019,117000000.0,57500.0,Bensin,Automatic,1.2
Hyundai,Stargazer,1.5 Prime Bensin-AT,2023,225000000.0,22500.0,Bensin,Automatic,1.5
Honda,Civic,1.5 ES Prestige Bensin-AT,2018,315000000.0,87500.0,Bensin,Automatic,1.5
Honda,Brio,1.3 E Bensin-AT,2014,108500000.0,97500.0,Bensin,Automatic,1.3
Toyota,Rush,1.5 G Bensin-AT,2014,125000000.0,97500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Cross Bensin-AT,2019,215000000.0,27500.0,Bensin,Automatic,1.5
Mazda,2,1.5 R Bensin-AT,2011,93000000.0,72500.0,Bensin,Automatic,1.5
Lexus,RX300,2.0 Luxury 4x2 Bensin-AT,2021,950000000.0,37500.0,Bensin,Automatic,2.0
Honda,CR-V,1.5 Turbo Bensin-AT,2019,308000000.0,67500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 R Bensin-MT,2018,96000000.0,57500.0,Bensin,Manual,1.2
Toyota,Agya,1.0 G Bensin-MT,2015,83000000.0,122500.0,Bensin,Manual,1.0
Toyota,Calya,1.2 G Bensin-MT,2016,100000000.0,77500.0,Bensin,Manual,1.2
Honda,CR-V,1.5 Turbo Bensin-AT,2017,308000000.0,67500.0,Bensin,Automatic,1.5
Hyundai,Creta,1.5 Prime IVT One tone Bensin-AT,2022,298000000.0,7500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 Bensin-AT,2021,325000000.0,67500.0,Bensin,Automatic,2.0
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2022,485000000.0,37500.0,Diesel,Automatic,2.4
Ford,Fiesta,1.5 S Bensin-AT,2013,92000000.0,117500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 G Bensin-AT,2012,120000000.0,112500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2015,155000000.0,57500.0,Bensin,Automatic,1.5
Mazda,CX-5,2.5 Kuro Edition Bensin-AT,2024,570000000.0,7500.0,Bensin,Automatic,2.5
Honda,Brio,1.2 Satya E Bensin-AT,2018,139500000.0,47500.0,Bensin,Automatic,1.2
Hyundai,Creta,1.5 Prime IVT Two tone Bensin-AT,2022,295000000.0,12500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 Satya E Bensin-AT,2023,158000000.0,17500.0,Bensin,Automatic,1.2
Wuling,Almaz RS,1.5 T Pro Bensin-AT,2021,230000000.0,37500.0,Bensin,Automatic,1.5
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2017,295000000.0,132500.0,Bensin,Automatic,1.5
Mercedes-Benz,C200,2.0 W205 Bensin-AT,2015,400000000.0,27500.0,Bensin,Automatic,2.0
Honda,Mobilio,1.5 RS Bensin-AT,2017,145000000.0,87500.0,Bensin,Automatic,1.5
Toyota,Agya,1.0 G Bensin-MT,2015,68600000.0,122500.0,Bensin,Manual,1.0
Honda,Brio Satya,1.2 E Bensin-MT,2015,88000000.0,72500.0,Bensin,Manual,1.2
Toyota,Rush,1.5 G Bensin-MT,2019,195000000.0,62500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 R Custom Bensin-AT,2019,197000000.0,82500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2016,203000000.0,87500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2021,205000000.0,47500.0,Bensin,Automatic,1.5
Subaru,Impreza,1.6 i-S Bensin-AT,2012,149000000.0,117500.0,Bensin,Automatic,1.6
Toyota,Agya,1.2 G Bensin-AT,2023,153000000.0,7500.0,Bensin,Automatic,1.2
Wuling,Confero S,1.5 L ACT Lux Plus Bensin-MT,2019,110000000.0,37500.0,Bensin,Manual,1.5
Chevrolet,Captiva,2.0 LTZ Solar-AT,2015,150000000.0,117500.0,Diesel,Automatic,2.0
Toyota,Rush,1.5 G Bensin-AT,2011,114000000.0,162500.0,Bensin,Automatic,1.5
Mazda,CX-5,2.5 Touring Bensin-AT,2013,159000000.0,82500.0,Bensin,Automatic,2.5
Mitsubishi,Pajero Sport,2.5 Exceed Solar-AT,2019,345000000.0,52500.0,Diesel,Automatic,2.5
BMW,530i,2.0 Luxury Bensin-AT,2018,535000000.0,12500.0,Bensin,Automatic,2.0
Audi,Audi Q5,2.0 TFSI Quattro-AT,2012,195000000.0,87500.0,Bensin,Automatic,2.0
Daihatsu,Xenia,R 1.3 STD-MT,2016,125000000.0,192500.0,Bensin,Manual,1.3
Toyota,Alphard,2.5 HEV Hybrid-AT,2024,1675000000.0,2500.0,Hybrid,Automatic,2.5
Chevrolet,Trax,1.4 LTZ Bensin-AT,2017,150000000.0,112500.0,Bensin,Automatic,1.4
Honda,Mobilio,1.5 RS Bensin-AT,2019,163000000.0,117500.0,Bensin,Automatic,1.5
Honda,CR-V,1.5 Turbo Bensin-AT,2019,325000000.0,62500.0,Bensin,Automatic,1.5
Toyota,Sienta,1.5 V Bensin-AT,2016,149000000.0,42500.0,Bensin,Automatic,1.5
Suzuki,Baleno,1.4 Bensin-MT,2018,135000000.0,72500.0,Bensin,Manual,1.4
Nissan,Serena,2.0 Highway Star Bensin-AT,2022,385000000.0,17500.0,Bensin,Automatic,2.0
Toyota,Avanza,1.5 New Veloz Q TSS Bensin-AT,2023,245000000.0,17500.0,Bensin,Automatic,1.5
BMW,X1,1.5 sDrivei18i xLine Bensin-AT,2017,338000000.0,47500.0,Bensin,Automatic,1.5
Lexus,LM350,3.5 4-Seater Bensin-AT,2022,1525000000.0,22500.0,Bensin,Automatic,3.5
Nissan,X-Trail,2.0 CVT Bensin-AT,2017,188000000.0,77500.0,Bensin,Automatic,2.0
Hyundai,Palisade,2.2 Signature Solar-AT,2021,595000000.0,12500.0,Bensin,Automatic,2.2
BMW,X1,2.0 sDrive18i xLine Bensin-AT,2017,340000000.0,62500.0,Bensin,Automatic,2.0
Toyota,Calya,1.2 G Bensin-AT,2022,127000000.0,27500.0,Bensin,Automatic,1.2
Volkswagen,Polo,1.2 TSI Bensin-AT,2020,165000000.0,32500.0,Bensin,Automatic,1.2
Honda,Jazz,1.5 RS Bensin-AT,2018,240000000.0,37500.0,Bensin,Automatic,1.5
Mercedes-Benz,GLE400,3.0 AMG Line Bensin-AT,2018,670000000.0,82500.0,Bensin,Automatic,3.0
Nissan,Elgrand,2.4 Highway Star Bensin-AT,2009,195000000.0,62500.0,Bensin,Automatic,2.4
Toyota,Kijang Innova,2.0 G Luxury Bensin-AT,2015,170000000.0,97500.0,Bensin,Automatic,2.0
Wuling,Cortez,1.5 S Luxury Plus Bensin-AT,2022,157000000.0,37500.0,Bensin,Automatic,1.5
Toyota,Kijang Innova,2.0 V Bensin-MT,2011,125000000.0,42500.0,Bensin,Manual,2.0
Mazda,2,1.5 GT Bensin-AT,2020,208000000.0,37500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 S Bensin-MT,2016,158000000.0,142500.0,Bensin,Manual,1.5
Honda,Brio,1.2 New E Bensin-AT,2024,157900000.0,2500.0,Bensin,Automatic,1.2
Suzuki,Grand vitara,1.5 GX Hybrid-AT,2024,320000000.0,2500.0,Hybrid,Automatic,1.5
Honda,Accord,1.5 Bensin-AT,2019,425000000.0,2500.0,Bensin,Automatic,1.5
Mercedes-Benz,300CE,3.0 Bensin-AT,1990,350000000.0,107500.0,Bensin,Automatic,3.0
Toyota,Yaris,1.5 S Limited Bensin-MT,2011,105000000.0,132500.0,Bensin,Manual,1.5
Honda,CR-V,2.0 Prestige Bensin-AT,2013,175000000.0,97500.0,Bensin,Automatic,2.0
Volkswagen,Polo,1.2 TSI Bensin-AT,2020,165000000.0,32500.0,Bensin,Automatic,1.2
Honda,Civic,1.5 Prestige Bensin-AT,2017,287500000.0,67500.0,Bensin,Automatic,1.5
Suzuki,Ignis,1.2 GX AGS Bensin-AT,2023,175000000.0,12500.0,Bensin,Automatic,1.2
Toyota,Alphard,2.4 Bensin-AT,2004,106500000.0,137500.0,Bensin,Automatic,2.4
Toyota,Voxy,2.0 Bensin-AT,2018,315000000.0,72500.0,Bensin,Automatic,2.0
BMW,320i,2.0 Sport Bensin-AT,2020,595000000.0,27500.0,Bensin,Automatic,2.0
Honda,HR-V,1.5 E Bensin-AT,2018,195000000.0,87500.0,Bensin,Automatic,1.5
Honda,Accord,1.5 Bensin-AT,2020,404000000.0,32500.0,Bensin,Automatic,1.5
Toyota,Avanza,1.3 G Bensin-MT,2022,198000000.0,12500.0,Bensin,Manual,1.3
Nissan,Serena,2.0 Highway Star Panoramic Bensin-AT,2016,196000000.0,92500.0,Bensin,Automatic,2.0
Daihatsu,Ayla,1.0 X Bensin-MT,2018,75000000.0,87500.0,Bensin,Manual,1.0
Toyota,Vellfire,2.5 G Bensin-AT,2018,755000000.0,77500.0,Bensin,Automatic,2.5
Toyota,Etios,1.2 G Bensin-MT,2015,87000000.0,92500.0,Bensin,Manual,1.2
Mini,3 Door,1.5 Cooper Bensin-AT,2021,549000000.0,22500.0,Bensin,Automatic,1.5
Toyota,Fortuner,2.8 VRZ GR Sport-AT,2021,515000000.0,32500.0,Diesel,Automatic,2.8
Nissan,Terrano,2.4 Spirit S2 Bensin-MT,2002,53000000.0,152500.0,Bensin,Manual,2.4
Honda,Jazz,1.5 RS Bensin-AT,2018,198000000.0,37500.0,Bensin,Automatic,1.5
Mazda,Biante,2.0 Skyactiv Bensin-AT,2017,205000000.0,42500.0,Bensin,Automatic,2.0
Kia,Picanto,1.1 Bensin-AT,2007,62000000.0,197500.0,Bensin,Automatic,1.1
Honda,Mobilio,1.5 E Bensin-AT,2018,149000000.0,117500.0,Bensin,Automatic,1.5
Toyota,Kijang,1.8 SGX Bensin-MT,1997,85000000.0,197500.0,Bensin,Manual,1.8
Honda,Brio,1.2 E Bensin-AT,2014,109000000.0,87500.0,Bensin,Automatic,1.2
Toyota,Agya,1.0 G Bensin-AT,2016,94000000.0,57500.0,Bensin,Automatic,1.0
Suzuki,Carry,1.3 Pick-up Bensin-MT,2023,35000000.0,17500.0,Bensin,Manual,1.3
Suzuki,Katana,1.0 Bensin-MT,1995,35000000.0,37500.0,Bensin,Manual,1.0
Mazda,CX-5,2.5 Bensin-AT,2018,297000000.0,52500.0,Bensin,Automatic,2.5
Toyota,Rush,1.5 S Bensin-AT,2016,170000000.0,82500.0,Bensin,Automatic,1.5
Toyota,Raize,1.0 GR Sport TSS One Tone Bensin-AT,2021,190000000.0,22500.0,Bensin,Automatic,1.0
Suzuki,Ertiga,1.5 Hybrid GX Bensin-MT,2023,174000000.0,42500.0,Bensin,Manual,1.5
Honda,Brio Satya,1.2 E Bensin-MT,2018,94000000.0,57500.0,Bensin,Manual,1.2
Toyota,Sienta,1.5 V Bensin-AT,2018,169000000.0,67500.0,Bensin,Automatic,1.5
Hyundai,Creta,1.5 Style IVT Bensin-AT,2022,195000000.0,27500.0,Bensin,Automatic,1.5
Honda,HR-V,1.8 Prestige Bensin-AT,2016,190000000.0,117500.0,Bensin,Automatic,1.8
Toyota,Yaris,1.5 E Bensin-MT,2013,106000000.0,127500.0,Bensin,Manual,1.5
Nissan,Terrano,2.4 Spirit Bensin-MT,2006,80000000.0,157500.0,Bensin,Manual,2.4
Toyota,Fortuner,2.7 4x2 SRZ TRD Bensin-AT,2017,325000000.0,72500.0,Bensin,Automatic,2.7
Hyundai,Avega,1.5 GX Bensin-MT,2010,50000000.0,197500.0,Bensin,Manual,1.5
Honda,Jazz,1.5 i-DSI Bensin-AT,2004,63000000.0,172500.0,Bensin,Automatic,1.5
Mercedes-Benz,GLA200,1.3 AMG Line Bensin-AT,2016,380000000.0,12500.0,Bensin,Automatic,1.3
Honda,CR-V,1.5 Turbo Prestige Bensin-AT,2017,295000000.0,132500.0,Bensin,Automatic,1.5
Toyota,Cressida,2.0 Bensin-MT,1986,21500000.0,300000.0,Bensin,Manual,2.0
Daihatsu,Gran max,1.3 Blind Van Bensin-MT,2015,74000000.0,102500.0,Bensin,Manual,1.3
Toyota,Yaris,1.5 TRD Sportivo Heykers Bensin-MT,2017,170000000.0,27500.0,Bensin,Manual,1.5
Honda,Freed,1.5 E Bensin-AT,2013,143000000.0,172500.0,Bensin,Automatic,1.5
Daihatsu,Sirion,1.3 D Bensin-MT,2016,91000000.0,57500.0,Bensin,Manual,1.3
Toyota,Agya,1.0 G TRD Sportivo Bensin-AT,2015,83000000.0,112500.0,Bensin,Automatic,1.0
Wuling,Almaz RS,1.5 Exclusive 5-Seater Bensin-AT,2021,191000000.0,52500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.0 M Bensin-MT,2021,91000000.0,87500.0,Bensin,Manual,1.0
Mazda,CX-5,2.5 Grand Touring Bensin-AT,2020,350000000.0,47500.0,Bensin,Automatic,2.5
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2022,490000000.0,27500.0,Diesel,Automatic,2.4
Nissan,Grand livina,1.5 XV Bensin-MT,2011,67500000.0,202500.0,Bensin,Manual,1.5
Hyundai,Stargazer,1.5 Trend Essential Bensin-AT,2023,220000000.0,7500.0,Bensin,Automatic,1.5
Toyota,Vios,1.5 New G Bensin-AT,2013,110000000.0,62500.0,Bensin,Automatic,1.5
Honda,Accord,2.4 VTI-L Bensin-AT,2017,280000000.0,7500.0,Bensin,Automatic,2.4
Mitsubishi,Pajero Sport,2.5 Dakar Solar-AT,2014,275000000.0,92500.0,Diesel,Automatic,2.5
Mitsubishi,Lancer,1.8 SEi Bensin-AT,2003,60000000.0,147500.0,Bensin,Automatic,1.8
Mitsubishi,Eclipse Cross,1.5 Ultimate Bensin-AT,2019,265000000.0,42500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 R Bensin-MT,2018,100000000.0,152500.0,Bensin,Manual,1.2
Daihatsu,Grand Xenia,1.3 X Deluxe Bensin-MT,2017,127000000.0,172500.0,Bensin,Manual,1.3
Daihatsu,Gran max,1.5 AC&PS Bensin-MT,2016,105000000.0,92500.0,Bensin,Manual,1.5
Lexus,RX450H,3.5 Hybrid-AT,2013,675000000.0,42500.0,Hybrid,Automatic,3.5
Toyota,Fortuner,2.4 VRZ TRD Solar-AT,2018,395000000.0,142500.0,Diesel,Automatic,2.4
Mitsubishi,Outlander Sport,2.0 PX Bensin-AT,2014,165000000.0,117500.0,Bensin,Automatic,2.0
Proton,Saga,1.3 FLX Bensin-AT,2010,63000000.0,147500.0,Bensin,Automatic,1.3
Honda,CR-V,2.4 Prestige Bensin-AT,2017,245000000.0,102500.0,Bensin,Automatic,2.4
Daihatsu,Terios,1.5 ADVENTURE R Bensin-MT,2017,134000000.0,142500.0,Bensin,Manual,1.5
Nissan,March,1.2 L Bensin-MT,2015,77000000.0,62500.0,Bensin,Manual,1.2
Suzuki,Ignis,1.2 GL Bensin-MT,2020,115000000.0,42500.0,Bensin,Manual,1.2
Honda,Mobilio,1.5 E Bensin-AT,2014,110000000.0,97500.0,Bensin,Automatic,1.5
Toyota,Rush,1.5 TRD Sportivo Bensin-AT,2015,160000000.0,47500.0,Bensin,Automatic,1.5
Toyota,Camry,2.5 V Bensin-AT,2019,370000000.0,42500.0,Bensin,Automatic,2.5
Honda,HR-V,1.5 E Bensin-AT,2017,205000000.0,67500.0,Bensin,Automatic,1.5
Honda,City,1.5 RS Bensin-AT,2015,155000000.0,107500.0,Bensin,Automatic,1.5
